Time,SINR
416,10.796515962796942
417,8.951229860309219
418,10.593860052868198
419,2.1362776954062452
420,6.449094476140837
421,8.474345919365227
422,9.786272763959886
423,7.676704954158513
424,8.552113227123558
425,10.938139395954689
426,14.209779172647949
427,7.616839977278417
428,9.489879394830009
429,7.468530793074861
430,15.143999186670925
431,6.292436522809621
432,3.2230864625272093
433,8.775981591131014
434,10.306300773236327
435,15.218892680066174
436,3.6999500775295187
437,7.028415434569111
438,7.320047453899892
439,10.81853944775129
440,10.38990389326999
441,2.9450267948209934
442,9.086385521224356
443,4.998352621937214
444,12.381933050641253
445,3.5992077191877048
446,4.6492967170210635
447,14.452070303027773
448,2.9052786132332065
449,7.182437114658376
450,5.165789620907652
451,5.26522395030469
452,4.9921039507267375
453,4.823825323959219
454,7.557520843917074
455,3.296767222129423
456,4.003467344037286
457,3.7771635892349975
458,8.09102978440031
459,2.956527612677627
460,-0.44641748708377493
461,5.862384841314778
462,4.286073726330714
463,2.2736545719886614
464,2.191279332230176
465,4.775011060774867
466,5.3872363095401194
467,5.945955616919375
468,3.2414582849060536
469,9.337364301559926
470,4.688496180241385
471,4.588688832907075
472,5.919021483185455
473,1.6380682821027008
474,3.9215402548848184
475,3.4880832939518194
476,2.215218198870198
477,3.879818378940541
478,3.1389655475522615
479,0.4993036539890866
480,2.30484439460638
481,3.6385004108735925
482,0.6195487716462256
483,3.221359184836293
484,3.320318500789215
485,4.524186028450657
486,1.8361111868640558
487,0.9318687749265346
488,0.2872182341807853
489,2.4803566482578803
490,-1.2768779556727599
491,3.250020296589295
492,2.401265880072488
493,2.8034578956568033
494,2.584770022865608
495,0.3289488262304173
496,-0.4035624282136877
497,0.9719277661993182
498,0.4008546321697536
499,-1.249708909667351
